Train No,암사,천호,강동구청,몽촌토성,잠실,석촌,송파,가락시장,문정,장지,복정,산성,남한산성입구,단대오거리,신흥,수진,모란,
8037,07:44:00,07:46:10,07:48:10,07:50:40,07:52:40,07:55:00,07:56:40,07:58:30,08:00:00,08:01:40,08:03:30,08:07:00,08:09:50,08:11:30,08:13:00,08:14:30,00:00:00,
8039,07:49:00,07:51:10,07:53:10,07:55:40,07:57:40,08:00:00,08:01:40,08:03:30,08:05:00,08:06:40,08:08:30,08:12:00,08:14:50,08:16:30,08:18:00,08:19:30,00:00:00,
8041,07:53:30,07:55:40,07:57:40,08:00:10,08:02:10,08:04:30,08:06:10,08:08:00,08:09:30,08:11:10,08:13:00,08:16:30,08:19:20,08:21:00,08:22:30,08:24:00,00:00:00,
8043,07:58:00,08:00:10,08:02:10,08:04:40,08:06:40,08:09:00,08:10:40,08:12:30,08:14:00,08:15:40,08:17:30,08:21:00,08:23:50,08:25:30,08:27:00,08:28:30,00:00:00,
8045,08:02:30,08:04:40,08:06:40,08:09:10,08:11:10,08:13:30,08:15:10,08:17:00,08:18:30,08:20:10,08:22:00,08:25:30,08:28:20,08:30:00,08:31:30,08:33:00,00:00:00,
8047,08:07:00,08:09:10,08:11:10,08:13:40,08:15:40,08:18:00,08:19:40,08:21:30,08:23:00,08:24:40,08:26:30,08:30:00,08:32:50,08:34:30,08:36:00,08:37:30,00:00:00,
8049,08:11:30,08:13:40,08:15:40,08:18:10,08:20:10,08:22:30,08:24:10,08:26:00,08:27:30,08:29:10,08:31:00,08:34:30,08:37:20,08:39:00,08:40:30,08:42:00,00:00:00,
8051,08:16:00,08:18:10,08:20:10,08:22:40,08:24:40,08:27:00,08:28:40,08:30:30,08:32:00,08:33:40,08:35:30,08:39:00,08:41:50,08:43:30,08:45:00,08:46:30,00:00:00,
8053,08:20:30,08:22:40,08:24:40,08:27:10,08:29:10,08:31:30,08:33:10,08:35:00,08:36:30,08:38:10,08:40:00,08:43:30,08:46:20,08:48:00,08:49:30,08:51:00,00:00:00,
8055,08:25:00,08:27:10,08:29:10,08:31:40,08:33:40,08:36:00,08:37:40,08:39:30,08:41:00,08:42:40,08:44:30,08:48:00,08:50:50,08:52:30,08:54:00,08:55:30,00:00:00,
8057,08:29:30,08:31:40,08:33:40,08:36:10,08:38:10,08:40:30,08:42:10,08:44:00,08:45:30,08:47:10,08:49:00,08:52:30,08:55:20,08:57:00,08:58:30,09:00:00,00:00:00,
8059,08:34:00,08:36:10,08:38:10,08:40:40,08:42:40,08:45:00,08:46:40,08:48:30,08:50:00,08:51:40,08:53:30,08:57:00,08:59:50,09:01:30,09:03:00,09:04:30,00:00:00,
8061,08:39:00,08:41:10,08:43:10,08:45:40,08:47:40,08:50:00,08:51:40,08:53:30,08:55:00,08:56:40,08:58:30,09:02:00,09:04:50,09:06:30,09:08:00,09:09:30,00:00:00,
8063,08:44:00,08:46:10,08:48:00,08:50:30,08:52:30,08:54:50,08:56:30,08:58:20,08:59:50,09:01:20,09:03:10,09:06:40,09:09:20,09:11:00,09:12:30,09:14:00,00:00:00,
8065,08:49:00,08:51:10,08:53:00,08:55:30,08:57:30,08:59:50,09:01:30,09:03:20,09:04:50,09:06:20,09:08:10,09:11:40,09:14:20,09:16:00,09:17:30,09:19:00,00:00:00,
8067,08:55:00,08:57:10,08:59:00,09:01:30,09:03:30,09:05:50,09:07:30,09:09:20,09:10:50,09:12:20,09:14:10,09:17:40,09:20:20,09:22:00,09:23:30,09:25:00,00:00:00,
8069,09:01:00,09:03:10,09:05:00,09:07:30,09:09:30,09:11:50,09:13:30,09:15:20,09:16:50,09:18:20,09:20:10,09:23:40,09:26:20,09:28:00,09:29:30,09:31:00,00:00:00,
8071,09:07:00,09:09:10,09:11:00,09:13:30,09:15:30,09:17:50,09:19:30,09:21:20,09:22:50,09:24:20,09:26:10,09:29:40,09:32:20,09:34:00,09:35:30,09:37:00,00:00:00,
8073,09:13:00,09:15:10,09:17:00,09:19:30,09:21:30,09:23:50,09:25:30,09:27:20,09:28:50,09:30:20,09:32:10,09:35:40,09:38:20,09:40:00,09:41:30,09:43:00,00:00:00,
8075,09:20:00,09:22:10,09:24:00,09:26:30,09:28:30,09:30:50,09:32:30,09:34:20,09:35:50,09:37:20,09:39:10,09:42:40,09:45:20,09:47:00,09:48:30,09:50:00,00:00:00,
8077,09:27:00,09:29:10,09:31:00,09:33:30,09:35:30,09:37:50,09:39:30,09:41:20,09:42:50,09:44:20,09:46:10,09:49:40,09:52:20,09:54:00,09:55:30,09:57:00,00:00:00,
8079,09:34:00,09:36:10,09:38:00,09:40:30,09:42:30,09:44:50,09:46:30,09:48:20,09:49:50,09:51:20,09:53:10,09:56:40,09:59:20,10:01:00,10:02:30,10:04:00,00:00:00,
8081,09:41:00,09:43:10,09:45:00,09:47:30,09:49:30,09:51:50,09:53:30,09:55:20,09:56:50,09:58:20,10:00:10,10:03:40,10:06:20,10:08:00,10:09:30,10:11:00,00:00:00,
8083,09:49:00,09:51:10,09:53:00,09:55:30,09:57:30,09:59:50,10:01:30,10:03:20,10:04:50,10:06:20,10:08:10,10:11:40,10:14:20,10:16:00,10:17:30,10:19:00,00:00:00,
8085,09:57:00,09:59:10,10:01:00,10:03:30,10:05:30,10:07:50,10:09:30,10:11:20,10:12:50,10:14:20,10:16:10,10:19:40,10:22:20,10:24:00,10:25:30,10:27:00,00:00:00,
8087,10:05:00,10:07:10,10:09:00,10:11:30,10:13:30,10:15:50,10:17:30,10:19:20,10:20:50,10:22:20,10:24:10,10:27:40,10:30:20,10:32:00,10:33:30,10:35:00,00:00:00,
8089,10:13:00,10:15:10,10:17:00,10:19:30,10:21:30,10:23:50,10:25:30,10:27:20,10:28:50,10:30:20,10:32:10,10:35:40,10:38:20,10:40:00,10:41:30,10:43:00,00:00:00,
8091,10:21:00,10:23:10,10:25:00,10:27:30,10:29:30,10:31:50,10:33:30,10:35:20,10:36:50,10:38:20,10:40:10,10:43:40,10:46:20,10:48:00,10:49:30,10:51:00,00:00:00,
8093,10:29:00,10:31:10,10:33:00,10:35:30,10:37:30,10:39:50,10:41:30,10:43:20,10:44:50,10:46:20,10:48:10,10:51:40,10:54:20,10:56:00,10:57:30,10:59:00,00:00:00,
8095,10:37:00,10:39:10,10:41:00,10:43:30,10:45:30,10:47:50,10:49:30,10:51:20,10:52:50,10:54:20,10:56:10,10:59:40,11:02:20,11:04:00,11:05:30,11:07:00,00:00:00,
8097,10:45:00,10:47:10,10:49:00,10:51:30,10:53:30,10:55:50,10:57:30,10:59:20,11:00:50,11:02:20,11:04:10,11:07:40,11:10:20,11:12:00,11:13:30,11:15:00,00:00:00,
8099,10:53:00,10:55:10,10:57:00,10:59:30,11:01:30,11:03:50,11:05:30,11:07:20,11:08:50,11:10:20,11:12:10,11:15:40,11:18:20,11:20:00,11:21:30,11:23:00,00:00:00,
8101,11:01:00,11:03:10,11:05:00,11:07:30,11:09:30,11:11:50,11:13:30,11:15:20,11:16:50,11:18:20,11:20:10,11:23:40,11:26:20,11:28:00,11:29:30,11:31:00,00:00:00,
8103,11:09:00,11:11:10,11:13:00,11:15:30,11:17:30,11:19:50,11:21:30,11:23:20,11:24:50,11:26:20,11:28:10,11:31:40,11:34:20,11:36:00,11:37:30,11:39:00,00:00:00,
8105,11:17:00,11:19:10,11:21:00,11:23:30,11:25:30,11:27:50,11:29:30,11:31:20,11:32:50,11:34:20,11:36:10,11:39:40,11:42:20,11:44:00,11:45:30,11:47:00,00:00:00,
8107,11:25:00,11:27:10,11:29:00,11:31:30,11:33:30,11:35:50,11:37:30,11:39:20,11:40:50,11:42:20,11:44:10,11:47:40,11:50:20,11:52:00,11:53:30,11:55:00,00:00:00,
8109,11:33:00,11:35:10,11:37:00,11:39:30,11:41:30,11:43:50,11:45:30,11:47:20,11:48:50,11:50:20,11:52:10,11:55:40,11:58:20,12:00:00,12:01:30,12:03:00,00:00:00,
8111,11:41:00,11:43:10,11:45:00,11:47:30,11:49:30,11:51:50,11:53:30,11:55:20,11:56:50,11:58:20,12:00:10,12:03:40,12:06:20,12:08:00,12:09:30,12:11:00,00:00:00,
8113,11:49:00,11:51:10,11:53:00,11:55:30,11:57:30,11:59:50,12:01:30,12:03:20,12:04:50,12:06:20,12:08:10,12:11:40,12:14:20,12:16:00,12:17:30,12:19:00,00:00:00,
8115,11:57:00,11:59:10,12:01:00,12:03:30,12:05:30,12:07:50,12:09:30,12:11:20,12:12:50,12:14:20,12:16:10,12:19:40,12:22:20,12:24:00,12:25:30,12:27:00,00:00:00,
8117,12:05:00,12:07:10,12:09:00,12:11:30,12:13:30,12:15:50,12:17:30,12:19:20,12:20:50,12:22:20,12:24:10,12:27:40,12:30:20,12:32:00,12:33:30,12:35:00,00:00:00,
8119,12:13:00,12:15:10,12:17:00,12:19:30,12:21:30,12:23:50,12:25:30,12:27:20,12:28:50,12:30:20,12:32:10,12:35:40,12:38:20,12:40:00,12:41:30,12:43:00,00:00:00,
8121,12:21:00,12:23:10,12:25:00,12:27:30,12:29:30,12:31:50,12:33:30,12:35:20,12:36:50,12:38:20,12:40:10,12:43:40,12:46:20,12:48:00,12:49:30,12:51:00,00:00:00,
8123,12:29:00,12:31:10,12:33:00,12:35:30,12:37:30,12:39:50,12:41:30,12:43:20,12:44:50,12:46:20,12:48:10,12:51:40,12:54:20,12:56:00,12:57:30,12:59:00,00:00:00,
8125,12:37:00,12:39:10,12:41:00,12:43:30,12:45:30,12:47:50,12:49:30,12:51:20,12:52:50,12:54:20,12:56:10,12:59:40,13:02:20,13:04:00,13:05:30,13:07:00,00:00:00,
8127,12:45:00,12:47:10,12:49:00,12:51:30,12:53:30,12:55:50,12:57:30,12:59:20,13:00:50,13:02:20,13:04:10,13:07:40,13:10:20,13:12:00,13:13:30,13:15:00,00:00:00,
8129,12:53:00,12:55:10,12:57:00,12:59:30,13:01:30,13:03:50,13:05:30,13:07:20,13:08:50,13:10:20,13:12:10,13:15:40,13:18:20,13:20:00,13:21:30,13:23:00,00:00:00,
8131,13:01:00,13:03:10,13:05:00,13:07:30,13:09:30,13:11:50,13:13:30,13:15:20,13:16:50,13:18:20,13:20:10,13:23:40,13:26:20,13:28:00,13:29:30,13:31:00,00:00:00,
8133,13:09:00,13:11:10,13:13:00,13:15:30,13:17:30,13:19:50,13:21:30,13:23:20,13:24:50,13:26:20,13:28:10,13:31:40,13:34:20,13:36:00,13:37:30,13:39:00,00:00:00,
8135,13:17:00,13:19:10,13:21:00,13:23:30,13:25:30,13:27:50,13:29:30,13:31:20,13:32:50,13:34:20,13:36:10,13:39:40,13:42:20,13:44:00,13:45:30,13:47:00,00:00:00,
8137,13:25:00,13:27:10,13:29:00,13:31:30,13:33:30,13:35:50,13:37:30,13:39:20,13:40:50,13:42:20,13:44:10,13:47:40,13:50:20,13:52:00,13:53:30,13:55:00,00:00:00,
8139,13:33:00,13:35:10,13:37:00,13:39:30,13:41:30,13:43:50,13:45:30,13:47:20,13:48:50,13:50:20,13:52:10,13:55:40,13:58:20,14:00:00,14:01:30,14:03:00,00:00:00,
8141,13:41:00,13:43:10,13:45:00,13:47:30,13:49:30,13:51:50,13:53:30,13:55:20,13:56:50,13:58:20,14:00:10,14:03:40,14:06:20,14:08:00,14:09:30,14:11:00,00:00:00,
8143,13:49:00,13:51:10,13:53:00,13:55:30,13:57:30,13:59:50,14:01:30,14:03:20,14:04:50,14:06:20,14:08:10,14:11:40,14:14:20,14:16:00,14:17:30,14:19:00,00:00:00,
8145,13:57:00,13:59:10,14:01:00,14:03:30,14:05:30,14:07:50,14:09:30,14:11:20,14:12:50,14:14:20,14:16:10,14:19:40,14:22:20,14:24:00,14:25:30,14:27:00,00:00:00,
8147,14:05:00,14:07:10,14:09:00,14:11:30,14:13:30,14:15:50,14:17:30,14:19:20,14:20:50,14:22:20,14:24:10,14:27:40,14:30:20,14:32:00,14:33:30,14:35:00,00:00:00,
8149,14:13:00,14:15:10,14:17:00,14:19:30,14:21:30,14:23:50,14:25:30,14:27:20,14:28:50,14:30:20,14:32:10,14:35:40,14:38:20,14:40:00,14:41:30,14:43:00,00:00:00,
8151,14:21:00,14:23:10,14:25:00,14:27:30,14:29:30,14:31:50,14:33:30,14:35:20,14:36:50,14:38:20,14:40:10,14:43:40,14:46:20,14:48:00,14:49:30,14:51:00,00:00:00,
8153,14:29:00,14:31:10,14:33:00,14:35:30,14:37:30,14:39:50,14:41:30,14:43:20,14:44:50,14:46:20,14:48:10,14:51:40,14:54:20,14:56:00,14:57:30,14:59:00,00:00:00,
8155,14:37:00,14:39:10,14:41:00,14:43:30,14:45:30,14:47:50,14:49:30,14:51:20,14:52:50,14:54:20,14:56:10,14:59:40,15:02:20,15:04:00,15:05:30,15:07:00,00:00:00,
8157,14:45:00,14:47:10,14:49:00,14:51:30,14:53:30,14:55:50,14:57:30,14:59:20,15:00:50,15:02:20,15:04:10,15:07:40,15:10:20,15:12:00,15:13:30,15:15:00,00:00:00,
8159,14:53:00,14:55:10,14:57:00,14:59:30,15:01:30,15:03:50,15:05:30,15:07:20,15:08:50,15:10:20,15:12:10,15:15:40,15:18:20,15:20:00,15:21:30,15:23:00,00:00:00,
8161,15:01:00,15:03:10,15:05:00,15:07:30,15:09:30,15:11:50,15:13:30,15:15:20,15:16:50,15:18:20,15:20:10,15:23:40,15:26:20,15:28:00,15:29:30,15:31:00,00:00:00,
8163,15:09:00,15:11:10,15:13:00,15:15:30,15:17:30,15:19:50,15:21:30,15:23:20,15:24:50,15:26:20,15:28:10,15:31:40,15:34:20,15:36:00,15:37:30,15:39:00,00:00:00,
8165,15:17:00,15:19:10,15:21:00,15:23:30,15:25:30,15:27:50,15:29:30,15:31:20,15:32:50,15:34:20,15:36:10,15:39:40,15:42:20,15:44:00,15:45:30,15:47:00,00:00:00,
8167,15:25:00,15:27:10,15:29:00,15:31:30,15:33:30,15:35:50,15:37:30,15:39:20,15:40:50,15:42:20,15:44:10,15:47:40,15:50:20,15:52:00,15:53:30,15:55:00,00:00:00,
8169,15:33:00,15:35:10,15:37:00,15:39:30,15:41:30,15:43:50,15:45:30,15:47:20,15:48:50,15:50:20,15:52:10,15:55:40,15:58:20,16:00:00,16:01:30,16:03:00,00:00:00,
8171,15:41:00,15:43:10,15:45:00,15:47:30,15:49:30,15:51:50,15:53:30,15:55:20,15:56:50,15:58:20,16:00:10,16:03:40,16:06:20,16:08:00,16:09:30,16:11:00,00:00:00,
8173,15:49:00,15:51:10,15:53:00,15:55:30,15:57:30,15:59:50,16:01:30,16:03:20,16:04:50,16:06:20,16:08:10,16:11:40,16:14:20,16:16:00,16:17:30,16:19:00,00:00:00,
8175,15:57:00,15:59:10,16:01:00,16:03:30,16:05:30,16:07:50,16:09:30,16:11:20,16:12:50,16:14:20,16:16:10,16:19:40,16:22:20,16:24:00,16:25:30,16:27:00,00:00:00,
8177,16:05:00,16:07:10,16:09:00,16:11:30,16:13:30,16:15:50,16:17:30,16:19:20,16:20:50,16:22:20,16:24:10,16:27:40,16:30:20,16:32:00,16:33:30,16:35:00,00:00:00,
8179,16:13:00,16:15:10,16:17:00,16:19:30,16:21:30,16:23:50,16:25:30,16:27:20,16:28:50,16:30:20,16:32:10,16:35:40,16:38:20,16:40:00,16:41:30,16:43:00,00:00:00,
8181,16:21:00,16:23:10,16:25:00,16:27:30,16:29:30,16:31:50,16:33:30,16:35:20,16:36:50,16:38:20,16:40:10,16:43:40,16:46:20,16:48:00,16:49:30,16:51:00,00:00:00,
8183,16:29:00,16:31:10,16:33:00,16:35:30,16:37:30,16:39:50,16:41:30,16:43:20,16:44:50,16:46:20,16:48:10,16:51:40,16:54:20,16:56:00,16:57:30,16:59:00,00:00:00,
8185,16:37:00,16:39:10,16:41:00,16:43:30,16:45:30,16:47:50,16:49:30,16:51:20,16:52:50,16:54:20,16:56:10,16:59:40,17:02:20,17:04:00,17:05:30,17:07:00,00:00:00,
8187,16:45:00,16:47:10,16:49:00,16:51:30,16:53:30,16:55:50,16:57:30,16:59:20,17:00:50,17:02:20,17:04:10,17:07:40,17:10:20,17:12:00,17:13:30,17:15:00,00:00:00,
8189,16:53:00,16:55:10,16:57:00,16:59:30,17:01:30,17:03:50,17:05:30,17:07:20,17:08:50,17:10:20,17:12:10,17:15:40,17:18:20,17:20:00,17:21:30,17:23:00,00:00:00,
8191,17:01:00,17:03:10,17:05:00,17:07:30,17:09:30,17:11:50,17:13:30,17:15:20,17:16:50,17:18:20,17:20:10,17:23:40,17:26:20,17:28:00,17:29:30,17:31:00,00:00:00,
8193,17:09:00,17:11:10,17:13:00,17:15:30,17:17:30,17:19:50,17:21:30,17:23:20,17:24:50,17:26:20,17:28:10,17:31:40,17:34:20,17:36:00,17:37:30,17:39:00,00:00:00,
8195,17:17:00,17:19:10,17:21:00,17:23:30,17:25:30,17:27:50,17:29:30,17:31:20,17:32:50,17:34:20,17:36:10,17:39:40,17:42:20,17:44:00,17:45:30,17:47:00,00:00:00,
8197,17:25:00,17:27:10,17:29:00,17:31:30,17:33:30,17:35:50,17:37:30,17:39:20,17:40:50,17:42:20,17:44:10,17:47:40,17:50:20,17:52:00,17:53:30,17:55:00,00:00:00,
8199,17:33:00,17:35:10,17:37:00,17:39:30,17:41:30,17:43:50,17:45:30,17:47:20,17:48:50,17:50:20,17:52:10,17:55:40,17:58:20,18:00:00,18:01:30,18:03:00,00:00:00,
8201,17:41:00,17:43:10,17:45:00,17:47:30,17:49:30,17:51:50,17:53:30,17:55:20,17:56:50,17:58:20,18:00:10,18:03:40,18:06:20,18:08:00,18:09:30,18:11:00,00:00:00,
8203,17:49:00,17:51:10,17:53:00,17:55:30,17:57:30,17:59:50,18:01:30,18:03:20,18:04:50,18:06:20,18:08:10,18:11:40,18:14:20,18:16:00,18:17:30,18:19:00,00:00:00,
8205,17:56:00,17:58:10,18:00:00,18:02:30,18:04:30,18:06:50,18:08:30,18:10:20,18:11:50,18:13:20,18:15:10,18:18:40,18:21:20,18:23:00,18:24:30,18:26:00,00:00:00,
8207,18:02:00,18:04:10,18:06:00,18:08:30,18:10:30,18:12:50,18:14:30,18:16:20,18:17:50,18:19:20,18:21:10,18:24:40,18:27:20,18:29:00,18:30:30,18:32:00,00:00:00,
8209,18:08:00,18:10:10,18:12:00,18:14:30,18:16:30,18:18:50,18:20:30,18:22:20,18:23:50,18:25:20,18:27:10,18:30:40,18:33:20,18:35:00,18:36:30,18:38:00,00:00:00,
8211,18:14:00,18:16:10,18:18:00,18:20:30,18:22:30,18:24:50,18:26:30,18:28:20,18:29:50,18:31:20,18:33:10,18:36:40,18:39:20,18:41:00,18:42:30,18:44:00,00:00:00,
8213,18:20:00,18:22:10,18:24:00,18:26:30,18:28:30,18:30:50,18:32:30,18:34:20,18:35:50,18:37:20,18:39:10,18:42:40,18:45:20,18:47:00,18:48:30,18:50:00,00:00:00,
8215,18:26:00,18:28:10,18:30:00,18:32:30,18:34:30,18:36:50,18:38:30,18:40:20,18:41:50,18:43:20,18:45:10,18:48:40,18:51:20,18:53:00,18:54:30,18:56:00,00:00:00,
8217,18:32:00,18:34:10,18:36:00,18:38:30,18:40:30,18:42:50,18:44:30,18:46:20,18:47:50,18:49:20,18:51:10,18:54:40,18:57:20,18:59:00,19:00:30,19:02:00,00:00:00,
8219,18:38:00,18:40:10,18:42:00,18:44:30,18:46:30,18:48:50,18:50:30,18:52:20,18:53:50,18:55:20,18:57:10,19:00:40,19:03:20,19:05:00,19:06:30,19:08:00,00:00:00,
8221,18:44:00,18:46:10,18:48:00,18:50:30,18:52:30,18:54:50,18:56:30,18:58:20,18:59:50,19:01:20,19:03:10,19:06:40,19:09:20,19:11:00,19:12:30,19:14:00,00:00:00,
8223,18:50:00,18:52:10,18:54:00,18:56:30,18:58:30,19:00:50,19:02:30,19:04:20,19:05:50,19:07:20,19:09:10,19:12:40,19:15:20,19:17:00,19:18:30,19:20:00,00:00:00,
8225,18:56:00,18:58:10,19:00:00,19:02:30,19:04:30,19:06:50,19:08:30,19:10:20,19:11:50,19:13:20,19:15:10,19:18:40,19:21:20,19:23:00,19:24:30,19:26:00,00:00:00,
8227,19:02:00,19:04:10,19:06:00,19:08:30,19:10:30,19:12:50,19:14:30,19:16:20,19:17:50,19:19:20,19:21:10,19:24:40,19:27:20,19:29:00,19:30:30,19:32:00,00:00:00,
8229,19:08:00,19:10:10,19:12:00,19:14:30,19:16:30,19:18:50,19:20:30,19:22:20,19:23:50,19:25:20,19:27:10,19:30:40,19:33:20,19:35:00,19:36:30,19:38:00,00:00:00,
8231,19:14:00,19:16:10,19:18:00,19:20:30,19:22:30,19:24:50,19:26:30,19:28:20,19:29:50,19:31:20,19:33:10,19:36:40,19:39:20,19:41:00,19:42:30,19:44:00,00:00:00,
8233,19:20:00,19:22:10,19:24:00,19:26:30,19:28:30,19:30:50,19:32:30,19:34:20,19:35:50,19:37:20,19:39:10,19:42:40,19:45:20,19:47:00,19:48:30,19:50:00,00:00:00,
8235,19:26:30,19:28:40,19:30:30,19:33:00,19:35:00,19:37:20,19:39:00,19:40:50,19:42:20,19:43:50,19:45:40,19:49:10,19:51:50,19:53:30,19:55:00,19:56:30,00:00:00,
8237,19:33:00,19:35:10,19:37:00,19:39:30,19:41:30,19:43:50,19:45:30,19:47:20,19:48:50,19:50:20,19:52:10,19:55:40,19:58:20,20:00:00,20:01:30,20:03:00,00:00:00,
8239,19:39:30,19:41:40,19:43:30,19:46:00,19:48:00,19:50:20,19:52:00,19:53:50,19:55:20,19:56:50,19:58:40,20:02:10,20:04:50,20:06:30,20:08:00,20:09:30,00:00:00,
8241,19:46:00,19:48:10,19:50:00,19:52:30,19:54:30,19:56:50,19:58:30,20:00:20,20:01:50,20:03:20,20:05:10,20:08:40,20:11:20,20:13:00,20:14:30,20:16:00,00:00:00,
8243,19:53:00,19:55:10,19:57:00,19:59:30,20:01:30,20:03:50,20:05:30,20:07:20,20:08:50,20:10:20,20:12:10,20:15:40,20:18:20,20:20:00,20:21:30,20:23:00,00:00:00,
8245,20:00:00,20:02:10,20:04:00,20:06:30,20:08:30,20:10:50,20:12:30,20:14:20,20:15:50,20:17:20,20:19:10,20:22:40,20:25:20,20:27:00,20:28:30,20:30:00,00:00:00,
8247,20:07:00,20:09:10,20:11:00,20:13:30,20:15:30,20:17:50,20:19:30,20:21:20,20:22:50,20:24:20,20:26:10,20:29:40,20:32:20,20:34:00,20:35:30,20:37:00,00:00:00,
8249,20:14:00,20:16:10,20:18:00,20:20:30,20:22:30,20:24:50,20:26:30,20:28:20,20:29:50,20:31:20,20:33:10,20:36:40,20:39:20,20:41:00,20:42:30,20:44:00,00:00:00,
8251,20:21:00,20:23:10,20:25:00,20:27:30,20:29:30,20:31:50,20:33:30,20:35:20,20:36:50,20:38:20,20:40:10,20:43:40,20:46:20,20:48:00,20:49:30,20:51:00,00:00:00,
8253,20:28:00,20:30:10,20:32:00,20:34:30,20:36:30,20:38:50,20:40:30,20:42:20,20:43:50,20:45:20,20:47:10,20:50:40,20:53:20,20:55:00,20:56:30,20:58:00,00:00:00,
8255,20:35:00,20:37:10,20:39:00,20:41:30,20:43:30,20:45:50,20:47:30,20:49:20,20:50:50,20:52:20,20:54:10,20:57:40,21:00:20,21:02:00,21:03:30,21:05:00,00:00:00,
8257,20:42:00,20:44:10,20:46:00,20:48:30,20:50:30,20:52:50,20:54:30,20:56:20,20:57:50,20:59:20,21:01:10,21:04:40,21:07:20,21:09:00,21:10:30,21:12:00,00:00:00,
8259,20:50:00,20:52:10,20:54:00,20:56:30,20:58:30,21:00:50,21:02:30,21:04:20,21:05:50,21:07:20,21:09:10,21:12:40,21:15:20,21:17:00,21:18:30,21:20:00,00:00:00,
8261,20:58:00,21:00:10,21:02:00,21:04:30,21:06:30,21:08:50,21:10:30,21:12:20,21:13:50,21:15:20,21:17:10,21:20:40,21:23:20,21:25:00,21:26:30,21:28:00,00:00:00,
