Train No,암사,천호,강동구청,몽촌토성,잠실,석촌,송파,가락시장,문정,장지,복정,산성,남한산성입구,단대오거리,신흥,수진,모란,
8026,00:00:00,07:18:00,07:16:00,07:13:30,07:11:50,07:09:10,07:07:30,07:05:50,07:04:00,07:02:30,07:01:00,06:57:20,06:54:40,06:53:00,06:51:20,06:49:50,06:48:00,
8024,00:00:00,07:12:00,07:10:00,07:07:30,07:05:50,07:03:10,07:01:30,06:59:50,06:58:00,06:56:30,06:55:00,06:51:20,06:48:40,06:47:00,06:45:20,06:43:50,06:42:00,
8022,00:00:00,07:06:00,07:04:00,07:01:30,06:59:50,06:57:10,06:55:30,06:53:50,06:52:00,06:50:30,06:49:00,06:45:20,06:42:40,06:41:00,06:39:20,06:37:50,06:36:00,
8020,00:00:00,07:00:00,06:58:00,06:55:30,06:53:50,06:51:10,06:49:30,06:47:50,06:46:00,06:44:30,06:43:00,06:39:20,06:36:40,06:35:00,06:33:20,06:31:50,06:30:00,
8018,00:00:00,06:54:00,06:52:00,06:49:30,06:47:50,06:45:10,06:43:30,06:41:50,06:40:00,06:38:30,06:37:00,06:33:20,06:30:40,06:29:00,06:27:20,06:25:50,06:24:00,
8016,00:00:00,06:47:00,06:45:00,06:42:30,06:40:50,06:38:10,06:36:30,06:34:50,06:33:00,06:31:30,06:30:00,06:26:20,06:23:40,06:22:00,06:20:20,06:18:50,06:17:00,
8014,00:00:00,06:39:00,06:37:00,06:34:30,06:32:50,06:30:10,06:28:30,06:26:50,06:25:00,06:23:30,06:22:00,06:18:20,06:15:40,06:14:00,06:12:20,06:10:50,06:09:00,
8158,00:00:00,14:59:00,14:57:00,14:54:30,14:52:50,14:50:10,14:48:30,14:46:50,14:45:00,14:43:30,14:42:00,14:38:20,14:35:40,14:34:00,14:32:20,14:30:50,14:29:00,
8156,00:00:00,14:51:00,14:49:00,14:46:30,14:44:50,14:42:10,14:40:30,14:38:50,14:37:00,14:35:30,14:34:00,14:30:20,14:27:40,14:26:00,14:24:20,14:22:50,14:21:00,
8154,00:00:00,14:43:00,14:41:00,14:38:30,14:36:50,14:34:10,14:32:30,14:30:50,14:29:00,14:27:30,14:26:00,14:22:20,14:19:40,14:18:00,14:16:20,14:14:50,14:13:00,
8152,00:00:00,14:35:00,14:33:00,14:30:30,14:28:50,14:26:10,14:24:30,14:22:50,14:21:00,14:19:30,14:18:00,14:14:20,14:11:40,14:10:00,14:08:20,14:06:50,14:05:00,
8150,00:00:00,14:27:00,14:25:00,14:22:30,14:20:50,14:18:10,14:16:30,14:14:50,14:13:00,14:11:30,14:10:00,14:06:20,14:03:40,14:02:00,14:00:20,13:58:50,13:57:00,
8148,00:00:00,14:19:00,14:17:00,14:14:30,14:12:50,14:10:10,14:08:30,14:06:50,14:05:00,14:03:30,14:02:00,13:58:20,13:55:40,13:54:00,13:52:20,13:50:50,13:49:00,
8146,00:00:00,14:11:00,14:09:00,14:06:30,14:04:50,14:02:10,14:00:30,13:58:50,13:57:00,13:55:30,13:54:00,13:50:20,13:47:40,13:46:00,13:44:20,13:42:50,13:41:00,
8144,00:00:00,14:03:00,14:01:00,13:58:30,13:56:50,13:54:10,13:52:30,13:50:50,13:49:00,13:47:30,13:46:00,13:42:20,13:39:40,13:38:00,13:36:20,13:34:50,13:33:00,
8142,00:00:00,13:55:00,13:53:00,13:50:30,13:48:50,13:46:10,13:44:30,13:42:50,13:41:00,13:39:30,13:38:00,13:34:20,13:31:40,13:30:00,13:28:20,13:26:50,13:25:00,
8140,00:00:00,13:47:00,13:45:00,13:42:30,13:40:50,13:38:10,13:36:30,13:34:50,13:33:00,13:31:30,13:30:00,13:26:20,13:23:40,13:22:00,13:20:20,13:18:50,13:17:00,
8298,00:00:00,24:04:30,24:02:50,24:01:20,23:59:50,23:58:20,23:56:50,23:53:20,23:50:40,23:49:00,23:47:20,23:45:50,23:44:00,
